ID1,caseid,QCOL93,Q1035NO,Q1036N,Q1037M,Q1037P,Q1037O,Q1040A,Q1040B,Q1040C,Q1040D,Q1040E,Q1040F,Q1040G,Q1040H,Q1040I,Q1040X
2025,      480805701  1,1,3,A,K, , ,1, , , , , , , , , 
2025,      480807301  2,1,2,AB,K,K, ,2, , , , , , , , , 
2025,      480807801  7,1,2,AB,BK,BK, ,1, , , , , , , , , 
2025,      480809301  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      480900401  1,1,2,AB,K,BK, , , , , , , , , , , 
2025,      480904101  2,1,3,AB,K,K, ,2, ,2, , , , , , , 
2025,      480904101  2,2,2,AB,K,K, ,2, ,2, , , , , , , 
2025,      480904401  2,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      480908301  2,1,1,AB,BCK,BCK, ,2,2,2, , , , , , , 
2025,      480909701  2,1,2,AB,EK,EK, , , , , , , , , , , 
2025,      481000701  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      481001601  1,1,4,AB,K,K, ,2,2,2, , , , , , , 
2025,      481001601  1,2,3,AB,ABK,BK, ,2,2,2, , , , , , , 
2025,      481005901  1,1,4,A,K, , ,1,1,2, , , , ,2,2, 
2025,      481006401  1,1,1,AB,BIK,K, , , , , , , , , , , 
2025,      481009801  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      481009801  2,2,1,AB,CK,CK, , , , , , , , , , , 
2025,      481100202  2,1,3,AB,K,K, ,2, , , , , , , , , 
2025,      481100202  2,2,2,AB,BK,BK, ,2, , , , , , , , , 
2025,      481104101  2,1,4,AB,BCK,BCK, , , , , , , , , , , 
2025,      481107601  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      481110601  2,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      481111101  5,1,1,AC,BJ, ,B, , , , , , , , , , 
2025,      481112801  2,1,2,AB,CK,CK, , , , , , , , , , , 
2025,      481114701  5,1,1,AC,K, ,K, , , , , , , , , , 
2025,      481208401  2,1,1,AB,BK,K, ,1, , , , , , , , , 
2025,      481308801  2,1,1,AC,BC, ,B, , , , , , , , , , 
2025,      481311401  1,1,2,A,GK, , , , , , , , , , , , 
2025,      481312501  4,1,2,A,AK, , , , , , , , , , , , 
2025,      481312501  4,2,1,A,AK, , , , , , , , , , , , 
2025,      481315901  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      481401301  1,1,2,A,B, , , , , , , , , , , , 
2025,      481402701  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      481407001  2,1,1,AB,BK,B, , , , , , , , , , , 
2025,      481503901  2,1,2,AB,BK,BK, , , , , , , , , , , 
2025,      481504101  2,1,4,AB,IK,K, ,1, , , , , , , , , 
2025,      481505001  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      481506301  2,1,4,AB,BK,BK, ,2, , , , , , , , , 
2025,      481600701  2,1,1,AC,AB, ,B, , , , , , , , , , 
2025,      481604501  2,1,5,AB,BE,BE, , , , , , , , , , , 
2025,      481604501  2,2,4,AB,BE,BE, , , , , , , , , , , 
2025,      481614201  1,1,2,A,CE, , , , , , , , , , , , 
2025,      481701901  2,1,3,AB,BCK,BCK, , , , , , , , , , , 
2025,      481704301  2,1,4,AB,C,C, , , , , , , , , , , 
2025,      481707501  2,1,1,AF,BK, ,K, , , , , , , , , , 
2025,      481708201  2,1,3,AB,K,BK, , , , , , , , , , , 
2025,      481708201  2,2,2,AB,B,BK, , , , , , , , , , , 
2025,      481802101  2,1,5,AB,K,K, , , , , , , , , , , 
2025,      481802301  2,1,2,AC,CEF, ,CD, , , , , , , , ,2, 
2025,      481802501  2,1,2,AB,B,B, ,2, , , , , , , , , 
2025,      481806301  2,1,3,A,BE, , , , , , , , , , , , 
2025,      481807301  2,1,2,AB,K,K, ,2, ,2, , , , , , , 
2025,      481807301  2,2,1,AB,K,K, ,2, ,2, , , , , , , 
2025,      481807501  2,1,4,AB,K,K, ,2, , , , , , , , , 
2025,      481807702  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      481808101  2,1,2,AB,BC,BI, , , , , , , , , , , 
2025,      481901501  2,1,5,AB,EK,EK, ,2, , , , , , , , , 
2025,      481901601  2,1,5,AB,EK,K, , , , , , , , , , , 
2025,      481901901  2,1,1,AB,CEK,K, , , , , , , , , , , 
2025,      481916901  1,1,3,A,K, , , , , , , , , , , , 
2025,      481917101  2,1,5,AB,K,K, , , , , , , , , , , 
2025,      482000601  2,1,2,AB,EK,EK, , , , , , , , , , , 
2025,      482001001  1,1,2,A,K, , , , , , , , , , , , 
2025,      482001201  2,1,3,AB,CK,CK, , , , , , , , , , , 
2025,      482003501  4,1,1,AB,K,K, , , , , , , , , , , 
2025,      482003601  2,1,4,AB,EK,EK, , , , , , , , , , , 
2025,      482003701  2,1,2,AB,CK,BK, , , , , , , , , , , 
2025,      482108601  2,1,2,AB,CK,CK, , , , , , , , , , , 
2025,      482108701  2,1,2,AB,BK,BK, , , , , , , , , , , 
2025,      482113801  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      482117001  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      482204801  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      482206001  2,1,4,AB,K,K, , , , , , , , , , , 
2025,      482210301  2,1,5,AB,BCK,BCK, , , , , , , , , , , 
2025,      482300201  2,1,2,AB,CK,B, ,1,1,1,1, , , , , , 
2025,      482300301  2,1,1,AB,K,K, ,1, ,1, , , , , , , 
2025,      482300501  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      482303401  2,1,5,AB,EK,K, ,2, , , , , , , , , 
2025,      482303601  2,1,5,AB,K,K, ,1, , , , , , , , , 
2025,      482303601  2,2,4,AB,K,K, ,1, , , , , , , , , 
2025,      482313901  2,1,4,AB,CE,BC, , , , , , , , , , , 
2025,      482315601  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      482315801  2,1,2,AF,CK, ,CK,2,2,2, , , , , , , 
2025,      482315901  2,1,2,AB,BK,BK, ,2,2, , , , , , , , 
2025,      482400402  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      482404301  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      482405601  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      482407101  4,1,2,ABC,ABK,ABK,ABK, , , , , , , , , , 
2025,      482501901  5,1,3,A,AK, , ,1,1, , , , , , , , 
2025,      482503701  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      482509601  1,1,2,A,B, , , , , , , , , , , , 
2025,      482510201  3,1,2,Y, , , , , , , , , , , , , 
2025,      482602101  2,1,2,A,K, , , , , , , , , , , , 
2025,      482604301  4,1,1,AB,B,B, , , , , , , , , , , 
2025,      482604601  6,1,2,AB,BK,BK, , , , , , , , , , , 
2025,      482701901  2,1,3,A,BC, , , , , , , , , , , , 
2025,      482704901  3,1,3,A,B, , , , , , , , , , , , 
2025,      482704901  3,2,2,A,AB, , , , , , , , , , , , 
2025,      482800301  3,1,2,AB,B,B, , , , , , , , , , , 
2025,      482802101  1,1,1,A,BC, , ,2, , , , , , , , , 
2025,      482813101  1,1,3,A,B, , , , , , , , , , , , 
2025,      483101801  1,1,2,A,B, , , , , , , , , , , , 
2025,      483104201  1,1,3,A,AB, , , , , , , , , , , , 
2025,      483107601  1,1,3,AB,B,B, ,2,2, , , , , , , , 
2025,      483206701  2,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      483300801  2,1,2,AB,BCK,BCK, , , , , , , , , , , 
2025,      483307601  6,1,1,AB,BCK,BCK, , , , , , , , , , , 
2025,      483403301  2,1,1,AB,C,K, , , , , , , , , , , 
2025,      483404001  4,1,1,AB,AC,AC, , , , , , , , , , , 
2025,      483404602  2,1,2,AB,AB,B, , , , , , , , , , , 
2025,      483404602  2,2,1,AB,AB,AB, , , , , , , , , , , 
2025,      483404901  1,1,2,A,K, , ,2,2, , , , , ,2,2, 
2025,      483503101  5,1,1,A,BI, , , , , , , , , , , , 
2025,      483505401  2,1,2,B, ,BC, , , , , , , , , , , 
2025,      483508801  1,1,1,A,K, , , , , , , , , , , , 
2025,      483511301  1,1,2,A,K, , , , , , , , , , , , 
2025,      483511601  1,1,3,B, ,B, ,1, , , , , , ,2, , 
2025,      483602701  2,1,1,AB,CEK,BCK, , , ,1, , , , , , , 
2025,      483603701  2,1,3,AB,BC,BC, , , , , , , , , , , 
2025,      483613801  1,1,3,A,BC, , , , , , , , , , , , 
2025,      483614601  1,1,2,A,AC, , , , , , , , , , , , 
2025,      483701001  1,1,2,A,B, , ,1,1,1,1,1, , , , , 
2025,      483707401  1,1,2,A,BK, , , , , , , , , , , , 
2025,      483800501  2,1,2,A,K, , , , , , , , , , , , 
2025,      483802901  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      483808101  2,1,2,AB,BCK,BCK, , , , , , , , , , , 
2025,      483809101  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      483900501  2,1,2,A,I, , ,1,1,1,1,1, , , , , 
2025,      483900501  2,2,1,A,I, , ,1,1,1,1,1, , , , , 
2025,      483902501  1,1,1,A,ABC, , , , , , , , , , , , 
2025,      483903701  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      483903701  2,2,2,AB,K,K, , , , , , , , , , , 
2025,      484000101  4,1,1,A,B, , ,1, , , , , , , , , 
2025,      484004401  1,1,3,A,C, , , , , , , , , , , , 
2025,      484006201  2,1,2,A,K, , , , , , , , , , , , 
2025,      484100701  2,1,3,B, ,BK, , , , , , , , , , , 
2025,      484103001  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      484104601  1,1,1,A,K, , , , , , , , , , , , 
2025,      484201401  1,1,2,A,B, , , , , , , , , , , , 
2025,      484201501  1,1,2,AB,K,K, , , , , , , , , , , 
2025,      484203601  5,1,1,A,BK, , , , , , , , , , , , 
2025,      484204401  2,1,2,Y, , , ,2,2, , , , , , , , 
2025,      484301501  2,1,2,A,BC, , , , , , , , , , , , 
2025,      484302501  1,1,2,AB,ABK,BK, ,2, , , , , , , , , 
2025,      484303001  2,1,1,A,BK, , , , , , , , , , , , 
2025,      484304001  1,1,2,A,BK, , ,1, , , , , , , , , 
2025,      484404501  2,1,1,A,BC, , , , , , , , , ,2, , 
2025,      484503501  2,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      484505301  2,1,2,AB,B,B, ,2,2, , , , , , , , 
2025,      484509401  1,1,3,A,BK, , ,2,2,2, , , , , , , 
2025,      484601901  2,1,4,A,B, , , , , , , , , , , , 
2025,      484604701  2,1,1,A,AB, , ,2,2,1, , , , ,1,1, 
2025,      484605701  2,1,4,A,B, , ,2, ,2, , , , , , , 
2025,      484605801  2,1,2,A,ABC, , ,1, , , , , , , , , 
2025,      484607501  1,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      484609101  1,1,3,A,B, , ,1,2, , ,2,1,1, , , 
2025,      484610601  4,1,1,AC,AB, ,B,2,2,2,2, ,2,2,2,2, 
2025,      484702001  1,1,2,AB,C,C, , , , , , , , , , , 
2025,      484704001  2,1,1,AB,C,C, , , , , , , , , , , 
2025,      484704601  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      484707001  2,1,2,A,B, , , , , , , , , , , , 
2025,      484707901  1,1,3,B, ,A, , , , , , , , , , , 
2025,      484710201  2,1,1,AB,AB,B, , , , , , , , , , , 
2025,      484802301  2,1,3,A,BC, , , , , , , , , , , , 
2025,      484805201  2,1,4,A,BE, , , , , , , , , , , , 
2025,      484805201  2,2,3,A,BE, , , , , , , , , , , , 
2025,      484806901  2,1,1,A,BC, , , , , , , , , , , , 
2025,      484907501  2,1,2,AB,A,B, , , , , , , , , , , 
2025,      484908401  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      484909701  1,1,5,A,EK, , , , , , , , , , , , 
2025,      484909801  1,1,4,A,A, , ,1,2,2, , , , , , , 
2025,      485012601  2,1,3,AB,BC,BC, , , , , , , , , , , 
2025,      485012601  2,2,2,AB,BC,BC, , , , , , , , , , , 
2025,      485013301  2,1,3,AB,ABC,B, , , , , , , , , , , 
2025,      485013401  2,1,2,AB,AB,AB, , , , , , , , , , , 
2025,      485013401  2,2,1,AB,BC,BC, , , , , , , , , , , 
2025,      485014701  2,1,2,AB,A,A, ,2,2,2, , ,1,1, , , 
2025,      485104001  4,1,2,Y, , , , , , , , , , , , , 
2025,      485104001  4,2,1,Y, , , , , , , , , , , , , 
2025,      485112401  4,1,2,AB,B,B, , , , , , , , , , , 
2025,      485112501  1,1,3,A,X, , , , , , , , , , , , 
2025,      485205701  2,1,2,A,K, , , , , , , , , , , , 
2025,      485208401  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      485208501  2,1,1,AB,BC,B, , , , , , , , , , , 
2025,      485209101  2,1,4,AB,B,F, , , , , , , , , , , 
2025,      485211001  1,1,2,A,K, , , , , , , , , , , , 
2025,      485213101  4,1,2,A,B, , , ,2,2, , , , , , , 
2025,      485301601  2,1,1,AC,CK, ,CK,1,1,1, , , , , , , 
2025,      485307001  2,1,1,AB,CK,CK, , , , , , , , , , , 
2025,      485308101  2,1,1,A,C, , , , , , , , , , , , 
2025,      485309301  2,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      485309301  2,2,1,AB,BC,BC, , , , , , , , , , , 
2025,      485400801  2,1,1,AB,EK,BE, , , , , , , , , , , 
2025,      485406701  3,1,1,A,B, , , , , , , , , , , , 
2025,      485410101  2,1,2,AB,BK,B, , , , , , , , , , , 
2025,      485410901  3,1,1,A,ABC, , ,1,1,1,1, , , ,2,2, 
2025,      485411701  1,1,2,A,B, , ,2,2,2, , , , ,2, , 
2025,      485501101  2,1,2,AB,EK,EK, , , , , , , , , , , 
2025,      485501101  2,2,1,AB,EK,EK, , , , , , , , , , , 
2025,      485502201  2,1,3,AB,K,K, , , ,1, , , , , , , 
2025,      485504901  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      485506001  1,1,2,A,B, , , , , , , , , , , , 
2025,      485506901  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      485506901  2,2,2,AB,K,K, , , , , , , , , , , 
2025,      485508601  2,1,2,A,AB, , , , , , , , , , , , 
2025,      485512901  1,1,2,AB,AK,AK, , , , , , , , , , , 
2025,      485602301  1,1,2,A,B, , , , , , , , , , , , 
2025,      485604401  3,1,2,AB,B,AB, ,2, , , , , , , , , 
2025,      485605401  2,1,1,A,B, , , , , , , , , , , , 
2025,      485716101  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      485800501  2,1,1,AB,BC,C, , , , , , , , , , , 
2025,      485802201  3,1,3,A,B, , , , , , , , , , , , 
2025,      485802201  3,2,2,AC,BE, ,B, , , , , , , , , , 
2025,      485804402  1,1,5,A,BCK, , , , , , , , , , , , 
2025,      485811701  2,1,1,B, ,C, , , , , , , , , , , 
2025,      485812201  1,1,3,A,B, , , , , , , , , , , , 
2025,      485813301  2,1,1,A,A, , , , , , , , , , , , 
2025,      485900301  2,1,1,A,BC, , , , , , , , , , , , 
2025,      485900401  2,1,4,AB,CK,CK, , , , , , , , , , , 
2025,      485900501  2,1,7,A,G, , , , , , , , , , , , 
2025,      485903901  2,1,3,A,AB, , , , , , , , , , , , 
2025,      485906801  2,1,3,AB,B,B, , , , , , , , , , , 
2025,      485910001  2,1,2,AB,CK,CK, , , , , , , , , , , 
2025,      486002001  1,1,1,A,AB, , , , , , , , , , , , 
2025,      486004501  1,1,3,A,B, , ,1,2,2,2, , , ,2,2, 
2025,      486006601  4,1,1,A,B, , , , , , , , , , , , 
2025,      486008501  1,1,3,AB,ACK,CK, ,2, , , , , , , , , 
2025,      486008901  1,1,5,A,AB, , ,2,2,2,2, , , ,2,2, 
2025,      486101701  2,1,2,AB,BC,B, , , , , , , , , , , 
2025,      486104001  2,1,2,AB,AC,C, , , , , , , , , , , 
2025,      486111501  3,1,3,AB,B,B, , , , , , , , , , , 
2025,      486111501  3,2,2,AB,BC,BC, , , , , , , , , , , 
2025,      486119301  2,1,1,AB,BG,BG, , , , , , , , , , , 
2025,      486120701  2,1,2,AB,CI,C, , , , , , , , , , , 
2025,      486202801  1,1,3,A,B, , , , , , , , , , , , 
2025,      486205601  2,1,4,A,B, , , , , , , , , , , , 
2025,      486211101  1,1,3,A,K, , , , , , , , , , , , 
2025,      486211101  1,2,2,A,CK, , , , , , , , , , , , 
2025,      486300501  2,1,5,AB,K,K, , , , , , , , , , , 
2025,      486301001  2,1,2,AB,ABCK,BC, ,1, , , , , , , , , 
2025,      486303601  1,1,3,A,BC, , , , , , , , , , , , 
2025,      486403301  2,1,1,AB,EK,EK, , , , , , , , , , , 
2025,      486408301  1,1,2,A,GK, , ,2, , , , , , , , , 
2025,      486409701  1,1,1,AB,AK,B, , , , , , , , , , , 
2025,      486410001  2,1,4,A,B, , , , , , , , , , , , 
2025,      486410001  2,2,3,AB,AB,AB, , , , , , , , , , , 
2025,      486502401  2,1,1,AB,AB,E, , , , , , , , , , , 
2025,      486504301  2,1,1,AC,B, ,B, , , , , , , , , , 
2025,      486504501  2,1,5,ABD,B,B,B, , , , , , , , , , 
2025,      486510601  2,1,1,A,G, , , , , , , , , , , , 
2025,      486607901  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      486608001  6,1,1,AB,K,K, , , , , , , , , , , 
2025,      486615101  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      486704401  2,1,4,Y, , , , , , , , , , , , , 
2025,      486709801  2,1,4,AB,B,B, , , , , , , , , , , 
2025,      486710001  1,1,3,AB,B,B, , , , , , , , , , , 
2025,      486710001  1,2,2,AB,B,B, , , , , , , , , , , 
2025,      486801401  4,1,1,AB,B,B, , , , , , , , , , , 
2025,      486804301  2,1,3,A,B, , , , , , , , , , , , 
2025,      486805101  4,1,1,AB,A,A, , , , , , , , , , , 
2025,      486805201  1,1,2,A,B, , , , , , , , , , , , 
2025,      486815401  4,1,4,A,B, , ,2,2,2,2,2, , ,2,2, 
2025,      486815601  2,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      486902001  1,1,1,Y, , , , , , , , , , , , , 
2025,      486909801  2,1,1,AB,ABC,B, , , , , , , , , , , 
2025,      487000901  5,1,1,AB,B,B, , , , , , , , , , , 
2025,      487006201  2,1,3,AB,AB,AB, , , , , , , , , , , 
2025,      487006201  2,2,2,AB,AB,AB, , , , , , , , , , , 
2025,      487010001  2,1,3,AB,BC,BC, , , , , , , , , , , 
2025,      487011601  1,1,2,A,BE, , , , , , , , , , , , 
2025,      487012701  2,1,3,AB,BCE,BC, , , , , , , , , , , 
2025,      487014501  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      487014801  2,1,1,A,AB, , , , , , , , , , , , 
2025,      487100501  1,1,3,AB,ABCE,ABCE, ,1,1, , , , , , , , 
2025,      487104601  2,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      487106101  1,1,2,A,B, , , , , , , , , , , , 
2025,      487108301  2,1,4,Y, , , , , , , , , , , , , 
2025,      487110901  2,1,3,A,B, , ,2, ,2, , , , , , , 
2025,      487208801  4,1,1,Y, , , , , , , , , , , , , 
2025,      487209401  2,1,4,AB,AB,AB, , , , , , , , , , , 
2025,      487209401  2,2,3,AB,ABE,ABE, , , , , , , , , , , 
2025,      487209501  2,1,1,AB,AB,B, , , , , , , , , , , 
2025,      487210301  1,1,2,A,BCE, , , , , , , , , , , , 
2025,      487303601  1,1,3,AB,BCE,BCE, , , , , , , , , , , 
2025,      487304901  2,1,6,AB,BE,BE, , , , , , , , , , , 
2025,      487308301  5,1,1,AB,B,B, , , , , , , , , , , 
2025,      487308901  2,1,7,AB,BCE,BCE, ,1,1, , , , , , , , 
2025,      487310801  2,1,3,AB,B,B, ,2,2, , , , , , , , 
2025,      487315501  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      487400901  7,1,1,Y, , , , ,2,2, , , , , , , 
2025,      487403801  2,1,2,A,BC, , ,1,2, , , , , ,2, , 
2025,      487403802  2,1,1,AB,AB,AB, , , , , , , , , , , 
2025,      487404101  3,1,1,AB,AB,B, , , , , , , , , , , 
2025,      487405301  1,1,3,A,AB, , ,2, , , ,2, , , , , 
2025,      487405501  2,1,2,AB,AB,B, , , , , , , , , , , 
2025,      487409401  2,1,1,A,C, , , , , , , , , , , , 
2025,      487503701  2,1,5,AB,BC,BC, , , , , , , , , , , 
2025,      487503801  3,1,1,AB,C,C, , , , , , , , , , , 
2025,      487507001  4,1,1,A,B, , , , , , , , , , , , 
2025,      487507401  1,1,3,AB,BC,BC, , , , , , , , , , , 
2025,      487509201  2,1,5,AB,BC,BC, , , , , , , , , , , 
2025,      487600901  1,1,4,A,AB, , ,2,2,2,2, , , , , , 
2025,      487603401  5,1,1,AB,B,B, , , , , , , , , , , 
2025,      487605901  3,1,4,A,AB, , , , , , , , , , , , 
2025,      487606601  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      487610001  3,1,1,AC,AB, ,B, , , , , , , , , , 
2025,      487700801  4,1,3,AB,B,B, , , , , , , , , , , 
2025,      487706801  5,1,2,A,BC, , ,1, , , , , , , , , 
2025,      487709401  2,1,3,Y, , , , , , , , , , , , , 
2025,      487709401  2,2,2,AB,AB,B, , , , , , , , , , , 
2025,      487709401  2,3,1,AB,AB,B, , , , , , , , , , , 
2025,      487803501  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      487803501  2,2,1,AB,B,B, , , , , , , , , , , 
2025,      487803801  1,1,2,AB,ABE,ABE, , , , , , , , , , , 
2025,      487803801  1,2,1,AB,ABE,ABE, , , , , , , , , , , 
2025,      487809601  1,1,5,A,B, , , ,2, , , , , , , , 
2025,      487810301  2,1,1,AB,AB,B, , , , , , , , , , , 
2025,      487900301  3,1,2,AB,BC,BC, ,1,1,1,1,1, , , , , 
2025,      487900301  3,2,1,AB,BC,BC, ,1,1,1,1,1, , , , , 
2025,      487901301  2,1,4,Y, , , , , , , , , , , , , 
2025,      487901301  2,2,3,AB,BCE,BCE, , , , , , , , , , , 
2025,      487905601  2,1,2,A,BC, , , , , , , , , , , , 
2025,      488002201  1,1,3,AB,ABCE,B, ,2,2, , , , , , , , 
2025,      488006201  1,1,2,A,ABCE, , , , , , , , , , , , 
2025,      488008101  1,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      488009301  1,1,4,A,B, , , , , , , , , , , , 
2025,      488010401  5,1,1,AC,ABE, ,AB, , , , , , , , , , 
2025,      488101801  2,1,2,AB,AB,AB, , , , , , , , , , , 
2025,      488104301  1,1,2,A,AB, , , , , , , , , , , , 
2025,      488107401  1,1,2,Y, , , , , , , , , , , , , 
2025,      488108201  1,1,1,AB,ABE,BE, , , , , , , , , , , 
2025,      488109201  2,1,4,AB,B,B, , , , , , , , , , , 
2025,      488109201  2,2,3,AB,B,B, , , , , , , , , , , 
2025,      488110001  2,1,6,AB,BCE,BCE, ,2,2, , , , , , , , 
2025,      488111401  6,1,1,AC,AB, ,AB, , , , , , , , , , 
2025,      488201701  1,1,1,A,ABCE, , , , , , , , , , , , 
2025,      488203501  2,1,5,AB,AB,AB, , , , , , , , , , , 
2025,      488203501  2,2,4,AB,ABC,ABC, , , , , , , , , , , 
2025,      488203501  2,3,3,AB,BCE,BCE, , , , , , , , , , , 
2025,      488203901  1,1,5,AF,ABC, ,BC, , , , , , , , , , 
2025,      488205401  2,1,5,AB,BC,BC, , , , , , , , , , , 
2025,      488206801  2,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      488301701  2,1,5,AB,B,B, , , , , , , , , , , 
2025,      488302001  2,1,5,AB,BCE,BCE, , , , , , , , , , , 
2025,      488302101  2,1,2,A,B, , , , , , , , , , , , 
2025,      488302801  2,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      488302901  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      488303101  2,1,3,AB,B,BC, , , , , , , , , , , 
2025,      488303301  2,1,1,AB,BE,BE, , , , , , , , , , , 
2025,      488303601  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      488404601  2,1,6,AB,BC,BC, , , , , , , , , , , 
2025,      488408501  2,1,2,AB,AB,B, , , , , , , , , , , 
2025,      488408501  2,2,1,AB,AB,B, , , , , , , , , , , 
2025,      488410301  2,1,3,AB,AB,B, , , , , , , , , , , 
2025,      488410301  2,2,2,AB,AB,B, , , , , , , , , , , 
2025,      488410401  2,1,3,AB,B,B, , , , , , , , , , , 
2025,      488509501  2,1,4,A,AB, , , , , , , , , , , , 
2025,      488509601  1,1,4,A,B, , , , , , , , , , , , 
2025,      488509701  1,1,3,A,BCE, , , , , , , , , , , , 
2025,      488509901  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      488510001  2,1,4,AB,AB,AB, , , , , , , , , , , 
2025,      488513401  2,1,2,Y, , , , , , , , , , , , , 
2025,      488513401  2,2,1,AB,AB,B, , , , , , , , , , , 
2025,      488609201  1,1,2,A,ABC, , , , , , , , , , , , 
2025,      488610201  2,1,2,AB,BC,BCE, , , , , , , , , , , 
2025,      488611601  2,1,1,A,BK, , , , , , , , , , , , 
2025,      488613401  2,1,1,A,ABK, , , , , , , , , , , , 
2025,      488700801  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      488704201  2,1,2,AB,BEK,BEK, , , , , , , , , , , 
2025,      488704201  2,2,1,AB,BEK,BEK, , , , , , , , , , , 
2025,      488710401  1,1,1,A,K, , , , , , , , , , , , 
2025,      488802301  2,1,3,A,B, , ,2,2,2, , , , , , , 
2025,      488802501  1,1,1,A,ACK, , , , , , , , , , , , 
2025,      488804401  6,1,1,AB,ABC,ABC, , , , , , , , , , , 
